3.193797588348388672e+00	-1.190720462799072266e+01
-7.024077415466308594e+00	8.915619254112243652e-01
-6.727916717529296875e+00	1.208867430686950684e+00
-7.139839172363281250e+00	1.557356119155883789e+00
-7.242020606994628906e+00	1.360736846923828125e+00
-6.776814460754394531e+00	1.759682416915893555e+00
-7.078762531280517578e+00	9.741928577423095703e-01
-7.017329692840576172e+00	1.552963256835937500e+00
-5.536011219024658203e+00	1.695696115493774414e+00
-5.611268520355224609e+00	1.116935849189758301e+00
-4.845749855041503906e+00	1.345175147056579590e+00
-5.290618896484375000e+00	1.408479690551757812e+00
-5.699051380157470703e+00	1.318572282791137695e+00
4.383607864379882812e+00	-1.181281757354736328e+01
3.228935241699218750e+00	-1.066402912139892578e+01
4.106067180633544922e+00	-1.174193477630615234e+01
3.245233297348022461e+00	-1.041596412658691406e+01
3.039361476898193359e+00	-1.057747077941894531e+01
3.006182909011840820e+00	-1.062786674499511719e+01
3.922913074493408203e+00	-1.291853046417236328e+01
3.665901422500610352e+00	-1.349264430999755859e+01
4.209723472595214844e+00	-1.256754112243652344e+01
4.002286911010742188e+00	-1.218429565429687500e+01
-6.550628662109375000e+00	1.429705977439880371e+00
-4.773828029632568359e+00	1.433213233947753906e+00
-5.757243633270263672e+00	9.243965744972229004e-01
3.557703256607055664e+00	-1.171752166748046875e+01
2.635672330856323242e+00	-1.211920547485351562e+01
3.166072845458984375e+00	-1.231936264038085938e+01
3.151808261871337891e+00	-1.331496047973632812e+01
2.886665582656860352e+00	-1.239933776855468750e+01
2.750059366226196289e+00	-1.333675193786621094e+01
3.277032375335693359e+00	-1.302255535125732422e+01
2.595174789428710938e+00	-1.248415565490722656e+01
2.933174848556518555e+00	-1.306005573272705078e+01
3.001809835433959961e+00	-1.254567146301269531e+01
3.622647762298583984e+00	-1.201378440856933594e+01
3.518594026565551758e+00	-1.245913505554199219e+01
3.886002302169799805e+00	-1.318034648895263672e+01
-5.474121570587158203e+00	1.573222130537033081e-01
-4.897478103637695312e+00	2.323889732360839844e-01
-5.088953971862792969e+00	1.048615694046020508e+00
-5.220986843109130859e+00	-1.358447521924972534e-01
-4.607506752014160156e+00	5.563009977340698242e-01
-5.071641921997070312e+00	-2.404916882514953613e-01
-5.215446472167968750e+00	4.437080323696136475e-01
-4.769326210021972656e+00	7.926058769226074219e-01
-5.337755680084228516e+00	4.778294637799263000e-02
2.699862480163574219e+00	-1.295895767211914062e+01
