2.383533477783203125e+01	-1.152537941932678223e+00
-3.762798786163330078e+00	-6.196391105651855469e+00
-3.495992183685302734e+00	-6.331295490264892578e+00
-2.992946624755859375e+00	-5.888415813446044922e+00
-3.180336952209472656e+00	-6.111621379852294922e+00
-2.947817325592041016e+00	-5.803308010101318359e+00
-3.792223453521728516e+00	-5.969592571258544922e+00
-3.185627222061157227e+00	-5.665573596954345703e+00
-1.283115506172180176e+00	-6.453964233398437500e+00
-1.155829191207885742e+00	-6.385025024414062500e+00
-3.286339044570922852e-01	-6.680051803588867188e+00
-8.404128551483154297e-01	-6.151428222656250000e+00
-1.069617271423339844e+00	-6.809236049652099609e+00
2.411698722839355469e+01	-2.110106706619262695e+00
2.312569808959960938e+01	-3.381448268890380859e+00
2.399621391296386719e+01	-1.960796833038330078e+00
2.328620910644531250e+01	-3.574789047241210938e+00
2.300562667846679688e+01	-3.593734741210937500e+00
2.287781143188476562e+01	-3.256798267364501953e+00
2.297623252868652344e+01	-1.906767249107360840e+00
2.315141296386718750e+01	-8.936718106269836426e-01
2.346957015991210938e+01	-2.132895469665527344e+00
2.335434150695800781e+01	-1.839269161224365234e+00
-3.340585470199584961e+00	-5.963790893554687500e+00
-3.483453989028930664e-01	-6.483685970306396484e+00
-1.415752887725830078e+00	-6.741248130798339844e+00
2.376566314697265625e+01	-1.548530101776123047e+00
2.273128700256347656e+01	-5.490724444389343262e-01
2.283507728576660156e+01	-1.766071468591690063e-01
2.287356185913085938e+01	-1.364308357238769531e+00
2.307804679870605469e+01	-2.974817156791687012e-01
2.201703834533691406e+01	-1.154174923896789551e+00
2.206963157653808594e+01	-1.592656135559082031e+00
2.254420661926269531e+01	-1.136509418487548828e+00
2.251370811462402344e+01	-1.553693532943725586e+00
2.258078575134277344e+01	-5.376343131065368652e-01
2.345841217041015625e+01	-1.476029157638549805e+00
2.327621650695800781e+01	-1.259853124618530273e+00
2.323592948913574219e+01	-5.495969057083129883e-01
-1.260868310928344727e+00	-7.614100456237792969e+00
-8.467075824737548828e-01	-7.657673358917236328e+00
-6.128863692283630371e-01	-6.631474018096923828e+00
-1.528233170509338379e+00	-7.863426208496093750e+00
-6.192207336425781250e-01	-7.300173759460449219e+00
-1.645490169525146484e+00	-7.652678966522216797e+00
-1.189661622047424316e+00	-7.440021514892578125e+00
-5.275009870529174805e-01	-6.998110294342041016e+00
-1.233814597129821777e+00	-8.020694732666015625e+00
2.231943321228027344e+01	-1.400363802909851074e+00
