"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8"	"PC9"	"PC10"	"PC11"	"PC12"	"PC13"	"PC14"	"PC15"	"PC16"	"PC17"	"PC18"	"PC19"	"PC20"	"PC21"	"PC22"	"PC23"	"PC24"	"PC25"	"PC26"	"PC27"	"PC28"	"PC29"	"PC30"
"1"	0.0363650367245715	-0.0011514412643272	-0.00314137513911709	2.69614975098939e-05	5.89658770955273e-05	-2.36141028749527e-05	8.34123946103519e-05	3.39937945299187e-05	-6.91134960372085e-06	0.000300257377104288	-0.000191490235018887	-1.24825798054504e-05	0.000354152819460698	-0.000529181776364271	0.000108126324398694	-9.52309862909583e-05	-0.000387712865847726	9.43751385104563e-05	-0.000225907422760732	-7.70975778807889e-05	-0.00117959877574801	-0.00200318797720403	0.00770221735595272	-0.00436711174109305	0.00145462097858285	-0.000907297065639849	-0.000760238381705553	0.00821716216683179	-0.00237495201632836	0.0025568409321508
"2"	-0.0369857439280998	-0.0113756547805334	0.0017392870717008	0.000675818833770251	-0.000497546448397121	0.000680100636841016	-0.00123242420543423	0.000835187271479489	-0.0044808715134797	0.00782111234443624	0.00393918393303889	-0.00768976215151709	-0.0030501970538577	-0.00948022672539921	-0.00647417756268772	0.00360779556657992	-0.000916401716827582	-0.000209422491567264	0.00142952728217124	-0.000417491108566238	-0.000691587941059126	-0.00119646956236668	-0.00120901328925028	0.000329527870100258	0.000902722742648924	-0.000180067822431966	-0.000107715643063635	9.44321202410594e-05	-0.000306345276556905	0.000123885772655544
"3"	-0.0380799443212488	-0.00849378751950795	0.00114802706972269	0.00135139678668963	0.000777390350930515	0.00133023016140139	0.00432830358370914	-0.00576886692784495	-0.00704366587894811	0.00408064164977477	0.000708307232981292	0.00419381241911161	0.000856503672173564	0.00122008800532225	0.00542434644158821	-0.00278388814451766	-0.00878391590411117	-0.00291635928845085	-0.00205884016613363	0.00132140020556069	0.00310649771768957	-0.00522252333372758	-0.00236414602598295	-0.000462605819331558	-0.000147119759066843	-0.000397153220549771	-0.000155287698769244	0.000167569100361307	-0.000450553967319084	0.000197020665609728
"4"	-0.0400854976604747	-0.014587648092068	0.00312603395227022	0.000907397710231353	0.00776961082514626	-0.000617902860858627	-0.0093273982614593	0.00676024615868679	-0.00171266830788883	-0.00430096227587354	-0.00336549224728226	0.00120339107475048	-0.00126669802969835	0.00354294047449988	0.00121101247855508	0.00335124433430134	-0.00410301438142915	-0.00264555340620596	0.00579012223300606	0.00334359312553871	-0.00439709754509846	-0.000110280610958022	-7.67721609812391e-05	8.97731696781563e-05	8.33717110191757e-05	-6.08964275728522e-05	0.000156138171760294	-8.999982121953e-05	-3.38768699689365e-05	-5.68101441861496e-05
"5"	-0.0386796522961775	-0.0157710267501494	0.00324414060638368	0.000715690991354855	0.00572250887913101	-0.00202541300188132	-0.0051743721060238	0.0031655413083342	0.000256569653148027	-0.000359778254560375	-0.00312272619898937	0.00109233298508285	0.00223112757244733	-0.00182811434018662	0.00282030764446947	0.000911664517421952	0.0044075665109994	0.00346945262356649	-0.00437031832325528	-0.00650704393601116	0.00888826851244233	-0.000191724944651356	0.000881205380788466	-0.000377372282655229	-0.000503036648717568	7.79460998000967e-05	-4.23639222075847e-05	-1.08491642778817e-05	0.000122420980172111	1.31182457623589e-05
"6"	-0.0402864260829799	-0.0085872009973836	0.00175886296065248	0.00155917290223859	0.000321307886879256	-0.000448327447376055	0.00838681637136321	-0.00621398224356425	0.00719418229880228	-0.00190039839332438	-0.00061890655694803	-0.0017738383668753	-0.00193489685145403	0.00636397228280758	-0.0032597028551776	0.00969534376585785	0.000498624243600482	0.000627140096892849	0.0018922948204941	0.000691263167245472	0.00270107994505942	-0.00277882028385408	0.000294318233779731	0.000158377706384008	0.000989088633443612	-0.000140330550568219	0.000160120237892173	-6.56765369068742e-05	7.32573027275809e-05	-5.36224637202774e-05
"7"	-0.0368032982146258	-0.0105769779546728	0.00226018910335026	0.000582267191670769	0.000794169775653813	-0.000911210643742626	0.00431366830690687	-0.00167540862250316	0.00590626293451166	0.00605736147385483	0.00082174610825779	0.000812259866076153	0.00558968219251822	-0.00282916869058362	0.00761421005722751	-0.00144949943852594	0.00599121005906224	-0.00491399378880714	0.00418354044597984	-0.00164098498934065	-0.00534347411389704	0.00169072779669884	-0.000303904929646977	0.000373838122803812	0.000156056530102604	-6.65669982753991e-05	-0.000144263019342753	3.90641098979047e-05	-6.44821442361406e-05	7.38008611034101e-05
"8"	-0.0393194149125698	-0.0128834172790736	0.00240095096564047	0.00165400405670941	0.00447597481637888	-0.000757059098204505	0.00191126234090144	0.000174127470417431	0.00907393331569699	-0.00400337847280097	0.00432577668992571	-0.00204718553247561	0.000835859193097978	-0.00139217527896968	-0.0045976111790394	-0.00949438059345062	-0.00406263036254873	0.00195855756205818	-0.00330707219177589	0.00353202683775308	-0.000467096775075195	0.00160999043360721	0.00025658543679739	-0.000494290608913025	-0.00156036217205998	0.000151693043457513	5.30426797088327e-05	-8.02837292263324e-05	0.000123849901705325	-4.59948798771829e-05
"9"	-0.0409808453815124	0.00201963289081051	-0.00140733957508845	-0.000371931424848244	-0.00614317898037826	0.00533470648320939	0.0096552384389014	0.0105512192711575	-0.00339339971901182	-0.00871619737532209	0.00236079506003673	-0.00288995054940383	0.00196200719058992	-0.0021898389461294	0.00203801160080591	-0.000994011162628775	2.41737595030515e-05	-0.00130098506357295	0.00368589986262782	-0.00185930426497015	0.00250467177982125	-0.00159143855644629	1.27532965628565e-05	0.000242498436815455	0.000897640040164153	-8.8613183744104e-05	1.77330615183598e-05	-0.000107646419760863	-0.000170668927641732	6.3487747891668e-05
"10"	-0.0383154859685857	-0.00122007354369091	-0.000702273244008928	0.00108082192646611	-0.0081256311145426	0.0101419379686742	-0.00542562583064397	-0.00562850302815366	-0.000949952926880602	0.00141565396617557	-0.00403205258987742	-0.00253883380895776	0.00234096706006702	0.00222232040477672	-0.00200546334860386	-0.00330467602389901	0.000680856257278412	-0.0029705785430341	0.0045229921772765	0.00289663044942196	0.00577622044500071	0.0056519166643696	0.00284027329894951	0.000478111183001175	0.000238261522422056	-4.20700879948815e-05	-4.62957160512643e-05	-0.000112465790849693	3.88844197859143e-05	1.79727349382588e-05
"11"	-0.0400301618378236	0.0106793813423782	-0.00365153313627696	0.0151883207333324	-0.00189056643613455	-0.00709791532636408	-0.000794017983159798	0.00175546077387975	0.000744737195159613	0.00202279117895213	-0.00307205513083698	-0.000305333966994592	0.000218242424968641	-0.000209878507341261	-0.000494064595204017	-0.000820956534507719	-0.00122791338770045	-0.000826697886492934	0.000333580010175582	-0.000112291506036518	0.0008575258042787	-0.000726417775754976	-0.000271306831290258	0.000109961581982282	0.000439209878583405	0.000183962075317291	2.0971092614509e-05	-3.59221479999954e-06	2.97547948106712e-05	-0.000152942709913406
"12"	-0.0398283827669239	0.000565984940579733	-0.000389778518070876	0.000328571091875489	-0.00489169074184613	0.00653334042876927	-0.00595074536376316	0.000720226754094572	-0.000734987642272388	0.00159664152949935	0.00579587433425831	0.00120174603610625	0.00575040568857974	0.00732480724561591	-0.00477853512153825	-0.0012129500867259	0.00272920837812554	0.00118418942007934	-0.0016498898227274	-0.00486299812027406	-0.00425346047423763	-0.00582118252965758	-0.00218094185266872	-0.000804818059487185	-0.000855834047609733	-3.99890710395582e-05	8.29235993325978e-05	3.99236898398868e-05	4.38477221648629e-05	8.5384657008456e-06
"13"	-0.0400018944056067	0.00102244461870102	-0.000472638135803717	0.000254392296488009	-0.00824058647587763	0.00405725851175155	-0.000257061384978829	0.00566693427468976	0.00330414676976983	0.00370467405180463	0.00256896870231935	0.00924367787268807	0.00141028471433819	-0.00308975984159294	0.00087744047434555	0.00639145713169672	-0.00247885648911898	0.00363967391778252	-0.00411773694772329	0.00479864463447831	-0.000396203556497443	0.00400720401969593	0.000780221929825565	7.37132719111995e-05	-0.000410405351377479	0.000165287956097073	5.56658555002069e-05	3.19827010595522e-05	0.000115363692815912	-3.16634173763489e-06
"14"	0.0339429570611677	-0.00286942411294432	-0.00978859908204057	-0.00056206265207617	0.000283944790802973	-7.523596191283e-05	-6.65700449892333e-06	-0.000157863781675447	-0.000121401859290996	0.000525300853515422	0.000160401320540328	-1.88589846393059e-05	0.000359591474353683	-0.000419976304856714	0.000234901582977082	9.97773820182672e-06	-0.000280015702376345	-0.000117154994250416	-0.000191246956096731	3.21177179635865e-05	-0.000630908823144772	-0.00129687436610037	0.00404543843595155	-0.00160970977626824	0.00040935318936542	0.00235213693793519	0.00801571373825301	-0.00541303134763483	-0.0014338342890783	0.0040864649918925
"15"	0.0323811981057318	-0.00392498419384202	-0.0162038644594412	-0.00122559753924631	0.000417537148984457	-0.000531292014043126	-0.000198933841764027	-8.52504855706961e-05	0.000203575153841543	-0.000366747910987235	0.000258074062206186	0.000106414568289263	-0.000373776510510518	0.000173823548147955	-0.000146157189673093	0.000166833931859605	0.000376059388283451	4.44816393473975e-05	0.000218010774912205	2.82302763836417e-05	0.000429476288837894	0.000731351973280575	-0.0025528873599663	0.00138726514405223	-0.000362977337054965	-0.00174249633231645	-0.00139462343725391	0.00232691945314475	0.00242072702492102	0.00312369940955098
"16"	0.0361595658215708	-0.00131776286338562	-0.0021591018820206	0.000231393222051993	-0.000113621887259676	0.00028768459624992	0.000372985583494023	-7.38152275340358e-05	-0.000525734291372599	0.000878405703230822	-3.41584861966436e-05	-0.000346267497613039	0.000431523065652813	-0.000824628113735744	0.000352116421591134	-0.00016884580307886	-0.000870062747279685	-0.000331778564106936	-0.000196139666427703	-0.000222220724467947	-0.000769770214695713	-0.00217611733575896	0.00551947611715909	-0.00128504165391088	0.000492176023484419	0.00135160217195645	0.00232321586805522	0.000199278485859106	0.00800941364809383	-0.00514524236168699
"17"	0.0322757857524199	-0.00373825253188828	-0.0144930792692577	-0.00111130048991109	0.000402604094092765	-0.00035161270613016	-5.90203826929765e-05	-0.000290030447901196	6.76832041449806e-05	6.74916268932458e-06	0.000107137675834057	-2.00101991404979e-05	0.000107191788676449	-2.74394902835516e-05	4.02995054374968e-05	0.000115003451144607	0.000348972893900937	6.37529664596631e-05	-0.000148328647162063	-2.42326962350137e-05	0.000181565936086728	0.000232337534853849	-0.000289078997885307	-9.21543708594478e-05	-3.85640594777073e-06	0.00146425456507155	0.00117560170330671	-0.00120716717834198	-0.00650929121837386	-0.00456275055540704
"18"	0.0319285369479972	-0.00389639278004779	-0.0158778415066763	-0.00120707878648674	0.000504379495728676	-0.000430943439025853	-0.000130227734649119	-0.000113775494593307	3.16871133233268e-06	-0.00015575084046487	0.000216841419488166	0.000232063426231133	-0.000121886973299951	0.000200218813051834	0.000125402925834942	0.000202338711076828	0.000286519972863038	-9.11149981554203e-05	0.000358041439100678	8.08206504788448e-05	0.000362961380886762	0.00093243187898101	-0.00284299761026546	0.000550445812000076	-0.000128742060817343	-0.000348349681884298	-0.00164238361088022	-0.00173786054844475	0.00287897816834499	-0.00191697180453449
"19"	0.0317760766820185	-0.00412250591434834	-0.0170603278274371	-0.00131444613311133	0.000367942917948893	-0.000367864951933967	-0.000184793812289585	-0.000219893723607765	4.50864828614965e-05	-0.000353893150499342	0.000213474473998023	0.00025539991601623	-0.000230872268752288	0.000255062957472696	-0.000175476221881398	-6.43492787380899e-05	0.000379333805956441	-0.000117131613583402	0.000113523988579408	0.000179580828924303	0.0001467993356185	0.00107032012138602	-0.0029013395675301	4.84673043095389e-05	0.000126612044331136	-0.000718527986111901	-0.00271788848079397	0.00150808683217721	0.000285036098152045	0.00102961289151321
"20"	0.0370476668561236	1.4596456590487e-05	0.00282146178560077	0.000586689928360744	-0.000254732985565018	0.000298557045925874	0.000298609086310671	8.81193684034529e-05	-0.000102614206074181	0.000364592376201386	-0.00041861137441805	-0.000151172016949588	0.000289011738878685	-0.000238490615697625	-1.04206120866244e-05	5.01645863160221e-05	-0.000427505197212721	-7.90740745335781e-05	-0.000331910360135959	-0.000102307506790701	-0.000420023549773118	-0.0013730592253544	0.00263618715188597	0.0029434404840239	-0.0013048288552749	0.00305513308139992	-0.00361002571485517	-0.00198635047288647	0.00151185881983239	0.00256748325643476
